ID_GodotObject,tags
2000119706342,"Corona-Pandemie,Coronavirus,Grenzschließung,Tagesüberblick,Krankmeldung,Infektionszahl,Neuinfektion,Maskenpflicht,Rechtsschutz,Lungenheilkunde,COVID-19,Quarantänezeit,Ungarn,Österreich,Russland,Deutschland,Wien,Salzburg,Israel,Frankreich,Hongkong,Nickelsdorf,Brüssel,Ostösterreich,Italien,EU,EU-Kommission,BMBF,ÖVP,BMG,Polizei,Ö1,AMS,Ärztekammer,Didier Reynders,Margarete Schramböck,Christian Drosten,Gerald Bachinger,Rudolf Anschober,Ylva Johansson,Karl Nehammer"
2000119783957,"Verschärfung,Livebericht,Gastronomie,Maskenpflicht,Coronavirus,Linz,Österreich,Kufstein,Wien,Graz,ÖVP,BMG,SPÖ,Klaus Luger,Sebastian Kurz"
2000119798370,"Maskenpflicht,Umsetzungspflicht,Gastronomie,Linz,Wien,Graz,Kufstein,Tirol,Oberösterreich,ÖVP,SPÖ,FPÖ,Rudolf Anschober,Klaus Luger,Thomas Stelzer,Michael Ludwig,Siegfried Nagl,Sebastian Kurz,Werner Kogler,Mario Pulker,Hermann Schützenhöfer,Günther Platter"
2000119808671,"Coronavirus,Färbung,Neuinfektion,Tagesüberblick,COVID-19,Virus,Todesfall,Maskenpflicht,Pharmakonzern,Wahlkampf,Ampelfarbe,Corona-Krise,Krise,Militär,SARS-CoV-2,Wien,Österreich,Indien,Ungarn,Deutschland,Brasilien,USA,Linz,Wiener Neustadt,Tirol,Oberösterreich,Niederösterreich,Steiermark,Vorarlberg,Burgenland,Salzburg,Kärnten,Innsbruck,Ostösterreich,FPÖ,SPÖ,Sanofi,Ö1,BMG,RKI,ÖVP,AstraZeneca,Peter Hacker,Rudolf Anschober,Norbert Hofer,Christoph Grabenwarter,Günther Platter,Alexander Van der Bellen,Jair Bolsonaro"
2000117606120,"Intensivstation,COVID-19,Höchststand,Virus,Schiff,SARS-CoV-2,Wien,Tirol,Medizinische Universität Wien,Universität Innsbruck,BMG,Rudolf Anschober,Florian Thalhammer,Günter Weiss,Pamela Rendi-Wagner"
2000119846836,"Maskenpflicht,Skigebiet,COVID-19,Tagesüberblick,Neuinfektion,Hilfspaket,Corona-Krise,Drogen,Sommerschanigarten,Coronavirus,Quarantänezeit,Fahrrad,Auto,Frankreich,Österreich,Wien,Ljubljana,Austria,ÖBB,ÖVP,SPÖ,IAEO,Kronen Zeitung,BMG,Bundesregierung,RCA,Rudolf Anschober,Andrä Matthä,Sebastian Kurz,Renate Scheichelbauer-Schuster"
2000119873961,"Neuinfektion,COVID-19,Tagesüberblick,Coronavirus,Virus,Rekordwert,Nebenwirkung,Stadtführung,Bildungsbonus,Innsbruck,Österreich,Tschechien,Großbritannien,Wien,Deutschland,New York,Brasilien,Südafrika,EU,AstraZeneca,EU-Kommission,ÖVP,Innenministerium,FPÖ,Gernot Blümel,Rudolf Anschober,Günther Platter,Georg Willi,Andreas Schieder,Claudia Gamon,Thomas Waitz,Christine Aschbacher"
2000119926812,"Corona-Pandemie,Impfplan,Maskenpflicht,Teilnehmeranzahl,Verzögerung,Dienstleistungsbereich,Infektionszahl,Coronavirus,Gastronomie,Wien,Österreich,Frankreich,Steiermark,Schweiz,Jungferninseln,Tschechien,Graz,Linz,Kufstein,ÖVP,SPÖ,Bundesregierung,Sebastian Kurz,Michael Ludwig,Peter Hacker"
2000119959071,"Corona-Pandemie,GTI-Treffen,Verschärfung,Neuinfektion,Maskenpflicht,COVID-19,Tagesüberblick,Bäckerei,Reisewarnung,Coronavirus,Todesfall,Virus,Innenraum,Infektionszahl,Pharmakonzern,Evakuierung,Corona-Krise,Wien,Deutschland,Österreich,Brasilien,Mexiko,Tschechien,Frankreich,Niederösterreich,Großbritannien,USA,Vorarlberg,Tirol,Steiermark,Schweiz,Berlin,Graz,Kärnten,Sardinien,Oberösterreich,München,Spanien,Belgien,Kroatien,Bulgarien,Rumänien,Melbourne,Hagenbrunn,Korneuburg,AstraZeneca,BMG,APA,AA,WHO,Ö1,Freiwillige Feuerwehr,Caritas,SPÖ,EU,UN,Weltgesundheitsorganisation,Anthony Fauci,Ulrich Herzog,Rudolf Anschober,Rudi Anschober,Ulrike Königsberger-Ludwig,Donald Trump"
2000117671399,"Salzburger Festspiele,Öffnung,Sitzplatz,Gastronomie,Coronavirus,Vierergruppe,Outdoor,Todesfall,Österreich,Salzburg,Tschechien,Slowakei,Ungarn,Deutschland,Großbritannien,Deutsche Lufthansa,Bundesregierung,ÖVP,AUA,Andrea Mayer,Rudolf Anschober,Alexander Schallenberg"
2000119964770,"Coronavirus,Maskenpflicht,Kundenkontakt,Verordnung,Gastronomie,COVID-19,Getränke,Dienstleistung,Verschärfung,Apotheke,Outdoor,Rudolf Anschober"
2000117694963,"Coronavirus,COVID-19,Corona-Krise,Arbeitslosenzahl,Gastronomie,Untersuchungsausschuss,Outdoor,Österreich,Brasilien,USA,FPÖ,SPÖ,ÖVP,Bundeskanzleramt,Weltgesundheitsorganisation,Deutsche Lufthansa,Andrea Mayer,Donald Trump,Rudolf Anschober"
2000117721713,"Fitness,Urlaubsplanung,Freizeitgestaltung,Gastronomie,Outdoor,Auto,Krise,Griechenland,Kroatien,Italien,Österreich,Krisencorona"
2000117773115,"Maskenpflicht,Gastronomie,Infektion,Coronavirus,Apotheke,USA,Österreich,Tirol,Öffi,WHO,ÖVP,Weltgesundheitsorganisation,SPÖ,Ages Maut System,Donald Trump,Sebastian Kurz,Heinz Faßmann,Jan Krainer"
2000117799374,"Pfingsten,Maskenpflicht,Mindestabstand,COVID-19,Gastronomie,Kundenbereich,Apotheke,USA,Öffi,Tirol,WHO,ÖVP,Weltgesundheitsorganisation,Ages Maut System,Donald Trump,Heinz Faßmann"
2000117805283,"Hauptwohnsitz,Bundeshauptstadt,COVID-19,Coronavirus,Gastronomie,Apotheke,Wien,Österreich,Niederösterreich,Oberösterreich,Mistelbach,Spanien,USA,Öffi,El Pais,WHO,ÖVP,Rudolf Anschober,Pedro Sanchez,Donald Trump,Heinz Faßmann"
2000117813455,"Großlieferung,Coronavirus,COVID-19,Neuinfektion,SARS-CoV-2,Todesfall,Gastronomie,Österreich,Brasilien,USA,Niederösterreich,Wien,Oberösterreich,Mistelbach,Lateinamerika,Karibik,Spanien,El Pais,ÖVP,Rudolf Anschober,Pedro Sanchez,Heinz Faßmann"
2000117962214,"Demonstration,Mindestabstand,Maskenpflicht,Grundrecht,Coronavirus,Großdemo,Pandemieschutz,Wien,BMG,SPÖ,Rudolf Anschober,Gerhard Pürstl,Brigitte Hebein,Peter Hacker"
2000118058906,"Maskenpflicht,Lockerungsverordnung,Gastronomie,Coronavirus,Apotheke,Auto,Eigenverantwortung,Österreich,BMG,Rudolf Anschober"
